Job ID,Job Link,Resume Tried,Date listed,Date Tried,Assumed Reason,Stack Trace,External Job link,Screenshot Name
4380649378,https://www.linkedin.com/jobs/view/4380649378,Pending,Unknown,2026-03-31 14:11:31.465626,Found Blacklisted words in About Company,"
""About the company
Colossus Technologies Group
17,686 followers
Follow
Computer and Network Security 2-10 employees 21 on LinkedIn
At Colossus Technologies Group, we provide top-tier cybersecurity and digital trust staffing, IT consulting, and project management solutions, including privacy, security, and GRC SaaS platform solution implementation. Our expertise ensures businesses have access to the right talent and strategies to safeguard their digital assets, optimize operations, minimize and govern digital risks and drive growth.
…
show more
Interested in working with us in the future?
Members who share that they’re interested in a company may be 2x as likely to get a message from a recruiter than those who don’t. Learn more
Learn more about Interested in working for our company
I’m interested""

Contains ""Staffing"".",Skipped,Not Available
4337050740,https://www.linkedin.com/jobs/view/4337050740,Pending,Unknown,2026-03-31 14:11:35.702497,Found Blacklisted words in About Company,"
""About the company
Mindlance
638,621 followers
Follow
Staffing and Recruiting 1,001-5,000 employees 2,239 on LinkedIn
Mindlance is a global Talent, Teams, Projects, and Workforce Solutions partner, serving leading enterprises across industries since 1999. With a 5,000 strong footprint across multiple countries, we deliver scalable, AI native solutions that help organizations build, optimize, and transform their workforce.

Our capabilities include:
• Talent Services: Contingent Staffing, Direct Sourcing, Perm / RPO
• Teams: Managed Capacity, Global Remote Teams, and Early Talent Recruit Train Deploy
• Projects: Outcome-based IT project solutions and BPO services
• Workforce Solutions: Proprietary platforms for talent and workforce orchestration – leveraging enriched talent data, AI model training, and agentic automation

Backed by 600+ specialized delivery experts and deep partnerships across MSP, enterprise workforce programs, and major data/cloud/software ecosystems, we also provide direct Managed SOW services with scalable teams and outcome based delivery.

With ~$400M in annual revenue, Mindlance continues to grow through a mindful commitment to balance and to aligning people, performance, partnership, and purpose.

SIA Recognitions:
Largest U.S. Staffing Firms • Largest IT Staffing Firms • Largest Life Sciences Staffing Firms • Fastest Growing U.S. Staffing Firms • Largest Diversity Owned U.S. Staffing Firms

Learn more at www.mindlance.com

…
show more""

Contains ""Staffing"".",Skipped,Not Available
4371167081,https://www.linkedin.com/jobs/view/4371167081,Pending,Unknown,2026-03-31 14:11:39.691672,Found Blacklisted words in About Company,"
""About the company
MMD Services
118,938 followers
Follow
Staffing and Recruiting 2-10 employees 147 on LinkedIn
MMD Services Inc. is a certified Woman Owned Staffing Boutique that specializes in providing staffing services to large and mid-sized organizations. Our services incorporate traditional Contract, Contract for Hire and Direct Placement for Technical, Finance and Accounting disciplines across the board. We call ourselves a boutique because of our commitment to high quality in assisting both employers and employees alike. We zero in on every detail as we carefully assess the opportunity and the candidate before moving forward. It is our way of achieving a true match and therefore building lasting relationships in our industry. While we are focused on finding the right candidate for our clients, we are just as dedicated to assisting our candidates in making strategic career choices.

Founded in February 2006 by Maria Dubov, MMD’s beginnings were marked by solid industry experience, a passion for staffing, and an impressive portfolio of professional relationships. In 2022, MMD Services added an Accounting and Finance Division to the firm. Today, we represent a team of highly skilled and experienced staffing professionals that maintain the industry’s highest standards of quality.
…
show more""

Contains ""Staffing"".",Skipped,Not Available
4387398811,https://www.linkedin.com/jobs/view/4387398811,Pending,Unknown,2026-03-31 14:11:43.882012,Found Blacklisted words in About Company,"
""About the company
Insight Global
5,011,320 followers
Follow
Staffing and Recruiting 1,001-5,000 employees 18,955 on LinkedIn
Insight Global is an international professional services and staffing company specializing in delivering talent and technical solutions to Fortune 1000 companies across the IT, Non-IT, Healthcare, and Engineering industries. Fueled by staffing and talent experts, Evergreen, our professional services brand, brings technical advisors and culture consultants to help customers tackle their biggest challenges. With over 70 locations across North America, Europe, and Asia, and global staffing capabilities in 50+ countries, our teams of tech-enabled recruiters are dedicated to finding the right talent and technical solutions to help our customers thrive. At our core, we are dedicated to empowering people to do great things. That’s why we’re passionate about developing our people personally, professionally, and financially so they can be the light to the world around them. To find out more, visit www.insightglobal.com
…
show more
Commitments
Social impact
We are dedicated to providing social opportunities, ensuring our impact goes beyond just staffing. As a staffing company, our business is people and people are our business. Insight Global recognizes the various challenges that our employees, consultants, and their communities face. Through efforts such as DE&I, employee support groups, parental leave programming, and mental health initiatives we aim to enable our employees to live their fullest potential and encourage giving back to communities that need it most. Through contributions to philanthropic efforts and charity partnerships including OneWorld Health, we’ve taken our impact beyond the office to global communities.
…
Show more
Environmental sustainability
As a services company, our carbon footprint is relatively small compared to businesses that manufacture products. However, we firmly believe that it is our corporate responsibility to take meaningful steps towards getting them to zero.
…
Show more
Career growth and learning
We are obsessed with developing our people. Whether we’re training new hires, future leaders, corporate and sales managers, or our executive team, we know that ongoing development helps build perspective and teach invaluable skills that go beyond the day-to-day grind. Our purpose is directly tied to our mission: we want to develop our people personally, professionally, and financially so that they can be the light to the world. So, not only do our people become experts in their trade through our state of the art training programs, but they also spend the same amount of time, if not more, learning how to tend the flame of our culture.
…
Show more
Work-life balance
We care about our people’s well-being. After all, one of our Shared Values is “We Take Care of Each Other.” But, as it did for so many others, the COVID-19 pandemic solidified the importance of our people’s overall health. We knew we could only fulfill our mission to be the light to the world if we first took care of our people, including their mental health. When our CEO, Bert Bean, opened a dialogue with the entire company about mental health, it inspired an internal movement. We have been normalizing mental health conversations and support ever since. Maintaining mental wellbeing is a lifelong pursuit , and we’re constantly searching for new ways to support our people in the personal, professional, and financial development.
…
Show more
Learn more
Interested in working with us in the future?
Members who share that they’re interested in a company may be 2x as likely to get a message from a recruiter than those who don’t. Learn more
Learn more about Interested in working for our company
I’m interested
Company photos
Page 1 of 3
Previous
Next""

Contains ""Staffing"".",Skipped,Not Available
4378897484,https://www.linkedin.com/jobs/view/4378897484,Pending,Unknown,2026-03-31 14:11:48.078033,Found Blacklisted words in About Company,"
""About the company
Evrhire
10,394 followers
Follow
Staffing and Recruiting 2-10 employees 2 on LinkedIn
Evrhire is a modern approach to the recruitment and staffing industry. We focus on building strong relationships between our clients, candidates, and employees. We offer a superior experience for all.

While Evrhire at its core focuses on finding the best talent quickly for our client’s organizations, it operates also as a professional advisory service for the candidates that we represent, aiding them with their career development and goals.

Evrhire can support your Direct Hire, Contract/Temporary and Contract-to-hire talent acquisition initiatives no matter the level of seniority or professional area of expertise: Executive Search, Information Technology, Information Security & Cybersecurity, ERP & CRM Technology, Audit & Compliance, Corporate Services and Operations, Human Resources, Manufacturing Engineering, Accounting & Finance.

Whether you are in the early stages of your career or operating as executive C-Suite leadership, Evrhire has the expertise to find our candidates the right career opportunities at some of the best rated organizations.
…
show more""

Contains ""Staffing"".",Skipped,Not Available
4385939208,https://www.linkedin.com/jobs/view/4385939208,Pending,Unknown,2026-03-31 14:11:52.025678,Found Blacklisted words in About Company,"
""About the company
Catapult Solutions Group
235,075 followers
Follow
Staffing and Recruiting 201-500 employees 181 on LinkedIn
We connect great companies with even greater people, and we’ve been doing it with purpose since 2013.

Catapult Solutions Group is a Dallas-based, nationally recognized workforce solutions firm founded in 2013. Backed by 150+ years of combined industry experience, we’ve grown to become a trusted partner to Fortune 500 companies and globally recognized industry leaders across a wide range of sectors.

We specialize in delivering high-impact talent in Information Technology, Life Sciences, Skilled Trades & Engineering, Healthcare, and Federal Services.

Whether you need hard-to-find specialists, scalable workforce programs, or flexible delivery models, including nearshore and offshore staffing solutions, we bring the strategy, speed, and service to make it happen.

And while we’re big on results, we’re even bigger on relationships.

Our team is full of curious, driven, and down-to-earth professionals who are passionate about changing lives and 'Catapulting Careers'. We take our work seriously, but never ourselves. That blend of capability and authenticity is part of what makes us different.

Just a few things we’re proud of:
• Ranked #1 Fastest-Growing U.S. Staffing Firm by SIA (2022)
• Best Places to Work honoree by Dallas Business Journal—since day one
• National footprint. Global reach.
• Deep partnerships across Fortune 500 and enterprise brands
• A people-first culture rooted in values we live by:
✔️ Own it, Always
✔️ Be Your Authentic Self
✔️ Stay Relentless
✔️ Evolve Fearlessly

At Catapult, people come first—always.

Because to us, this isn’t just staffing. It’s changing lives, building careers, and raising A Hire Standard every step of the way.
…
show more
Interested in working with us in the future?
Members who share that they’re interested in a company may be 2x as likely to get a message from a recruiter than those who don’t. Learn more
Learn more about Interested in working for our company
I’m interested
Company photos
Page 1 of 3
Previous
Next""

Contains ""Staffing"".",Skipped,Not Available
4384721287,https://www.linkedin.com/jobs/view/4384721287,Pending,Unknown,2026-03-31 14:13:23.896514,Found Blacklisted words in About Company,"
""About the company
Code Red Partners
28,257 followers
Follow
Staffing and Recruiting 2-10 employees 23 on LinkedIn
Code Red specializes in cyber security staffing. We help startups to mature their security programs and scale teams, through exceptional security talent.

We recruit exclusively in the security space, giving us an in-depth understanding of the needs of both the job seekers and employers that we partner with.

…
show more
Trending employee content
Page 1 of 2
Previous
Next""

Contains ""Staffing"".",Skipped,Not Available
4387491150,https://www.linkedin.com/jobs/view/4387491150,Pending,Unknown,2026-03-31 14:13:27.599361,Found Blacklisted words in About Company,"
""About the company
Dunhill Professional Search & Government Solutions
141,970 followers
Follow
IT Services and IT Consulting 11-50 employees 31 on LinkedIn
Join our Talent Network! https://dunhillsolutions.jobs.net/

Dunhill Professional Search is an executive search and management recruiting firm that has assisted companies of all sizes in the selection and recruitment of top talent around the nation. We serve clients in a variety of industries including: InformationTechnology, Information Assurance, Government Contracting Solutions, Healthcare IT, CyberSecurity, Big Data, AI/NLP, IoT, Predictive Analytics, Mobile Application Development, Serious Gaming/Virtual Reality, Service-Oriented Architectures, Software as a Service (SaaS), Engineering/Manufacturing, Sales/Marketing (Enterprise/Sales Engineers), Defense/Aerospace.

While Dunhill is often on the cutting-edge of implementing new technology in our sourcing strategies, we believe that identifying high impact talented players is still done with the same principles we’ve always employed. Networking, becoming involved and knowledgeable within a client centric industry / skill-set niche, and canvassing deep inside of organizations continue to be the most effective means to locate those hard-to-find candidates that are poised for their next career challenge.

Dunhill Professional Search has been consistently recognized by clients as one of the nation’s finest executive search firms to partner with, and is defined by the integrity and ethics provided to candidates and companies alike.

At Dunhill Professional Search, we are dedicated to helping our clients transform their businesses by finding superior leaders whose contributions translate into performance growth. With our esteemed candidates searching for a new opportunity, we offer a unique blend of becoming your career agent and advisor
…
show more""

Contains ""Recruiting"".",Skipped,Not Available
4387165437,https://www.linkedin.com/jobs/view/4387165437,Pending,2026-03-24 14:14:34.677758,2026-03-31 14:14:34.776105,Required experience is high,"
About the job
Akkodis is seeking a AI Infrastructure Engineer for a Direct Hire position with a client located in Lake Mary FL or Pittsburgh PA. Ideally looking for applicants with a solid background in the financial services industry.

Pay Range: $125,000 to $130,000

AI Infrastructure Engineer job responsibilities include:
Be hands-on with enterprise-grade NVIDIA AI infrastructure, supporting GPU-based compute, high-performance storage, and network systems designed for ML/AI at scale.
Deploy, monitor, and troubleshoot containerized AI workloads using Kubernetes, Docker, and GPU orchestration tools like Run:AI and NVIDIA BCM.
Own the observability of our AI platforms—monitor health, identify performance bottlenecks, and make strategic recommendations to drive platform reliability and maturity.
Automate infrastructure operations and provisioning using Python, Bash, and tools like Terraform or Ansible to reduce manual toil and accelerate experimentation.
Maintain and scale AI training and inference pipelines, integrating infrastructure workflows into CI/CD systems to enable seamless, automated deployment of AI workloads.

To fulfill this role the AI Infrastructure Engineer will be required to:
Bachelor's degree in computer science or a related discipline, or equivalent work experience required; advanced degree preferred8-10 years of related experience required; experience in the securities or financial services industry is a plus.
Experience with Linux administration (RHEL/Ubuntu), shell scripting, and system-level debugging.
Proven experience running distributed systems in Kubernetes and containerized environments using Docker.
Familiarity with GPU resource management, including NVIDIA GPU Operator and device plugin lifecycle.
Experience with CI/CD workflows and infrastructure automation tools such as GitLab CI, Jenkins, Terraform, Helm, or Ansible.
Knowledge of networking fundamentals and persistent storage systems.
Exposure to cloud platforms (AWS, GCP, Azure) and hybrid GPU environments.
Ability to read and support Python code focused on ML/AI pipeline integration.
Strong analytical and troubleshooting skills with a collaborative mindset.
Effective communication skills and proactive ownership of platform reliability and performance.

If you are interested in this AI Infrastructure Engineer job in New York, NY, then please click APPLY NOW. For other opportunities available at Akkodis go to www.akkodis.com.If you have questions about the position, please contact Varun Mahajan at 610-230-7027 or varun.mahajan@akkodisgroup.com.

Equal Opportunity Employer/Veterans/Disabled

(INCLUDE YOUR CLIENT’S BENEFITS HERE)

Benefits include but are not limited to:
401(k) with match
Comprehensive medical insurance (PPO, HSA)
Dental insurance (PPO)
Vision assistance
Three weeks of Paid Time Off to Start; Accumulating Structure Afterwards
Paid Holidays Off
Available paid leave may include Paid Sick Leave, where required by law; any other paid leave required by Federal, State, or local law; and Holiday pays upon meeting eligibility criteria.

To read our Candidate Privacy Information Statement, which explains how we will use your information, please visit https://www.modis.com/en-us/candidate-privacy/

The Company will consider qualified applicants with arrest and conviction records.

Experience required 8 > Current Experience 5. Skipping this job!
",Skipped,Not Available
4385760324,https://www.linkedin.com/jobs/view/4385760324,Pending,Unknown,2026-03-31 14:15:49.722222,Found Blacklisted words in About Company,"
""About the company
Cannon Search
14,788 followers
Follow
Staffing and Recruiting 11-50 employees 14 on LinkedIn
Founded in 2008, Cannon Search Partners is a premier recruiting firm specializing in full-time permanent placements, contract-to-hire roles, and consulting engagements.

Our success is driven by the strong, lasting relationships we build with both clients and candidates. With a highly experienced recruiting team and a deep understanding of the ever-evolving job market, we deliver tailored hiring solutions that drive results.

Whether you're a professional seeking your next career move or a company in search of top-tier talent, our expertise and extensive network ensure you achieve your goals with confidence.
…
show more""

Contains ""Staffing"".",Skipped,Not Available
